AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - TOTAL;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - HOMBRES;N° DE PERSONAS INFORMADAS Y SENSIBILIZADAS - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 0_5 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 6_11 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 12_17 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 18_29 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 30_59 - MUJERES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - TOTAL;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - HOMBRES;N° DE PERSONAS INFORMAS Y SENSIBILIZADAS - 60_MÁS - MUJERES;N° DE ACCIONES PREVENTIVAS  PROMOCIONALES - TOTAL;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;131101;LA LIBERTAD;GRAN CHIMU;CASCAS;CEM174;GRAN CHIMU;1;4,894;;;;;;;;;;;;;;;;;;;;;129;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150801;LIMA PROVINCIAS;HUAURA;HUACHO;CEM035;HUACHO;1;6,425;;;;;;;;;;;;;;;;;;;;;186;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;060701;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CEM138;HUALGAYOC;1;7,579;;;;;;;;;;;;;;;;;;;;;106;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130901;LA LIBERTAD;SÁNCHEZ CARRIÓN;HUAMACHUCO;CEM036;HUAMACHUCO;1;1,917;;;;;;;;;;;;;;;;;;;;;50;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100501;HUÁNUCO;HUAMALÍES;LLATA;CEM126;HUAMALIES;1;6,709;;;;;;;;;;;;;;;;;;;;;121;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050101;AYACUCHO;HUAMANGA;AYACUCHO;CEM007;HUAMANGA;1;9,536;;;;;;;;;;;;;;;;;;;;;125;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200301;PIURA;HUANCABAMBA;HUANCABAMBA;CEM133;HUANCABAMBA;1;6,777;;;;;;;;;;;;;;;;;;;;;167;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210601;PUNO;HUANCANÉ;HUANCANÉ;CEM158;HUANCANE;1;6,053;;;;;;;;;;;;;;;;;;;;;124;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050301;AYACUCHO;HUANCA SANCOS;SANCOS;CEM037;HUANCASANCOS;1;3,940;;;;;;;;;;;;;;;;;;;;;113;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;CEM038;HUANCAVELICA;1;14,717;;;;;;;;;;;;;;;;;;;;;203;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120101;JUNÍN;HUANCAYO;HUANCAYO;CEM039;HUANCAYO;1;18,480;;;;;;;;;;;;;;;;;;;;;425;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050401;AYACUCHO;HUANTA;HUANTA;CEM040;HUANTA;1;9,028;;;;;;;;;;;;;;;;;;;;;128;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100102;HUÁNUCO;HUÁNUCO;AMARILIS;CEM041;HUANUCO;1;7,247;;;;;;;;;;;;;;;;;;;;;194;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150601;LIMA PROVINCIAS;HUARAL;HUARAL;CEM124;HUARAL;1;6,018;;;;;;;;;;;;;;;;;;;;;142;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;020101;ÁNCASH;HUARAZ;HUARAZ;CEM042;HUARAZ;1;4,784;;;;;;;;;;;;;;;;;;;;;108;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021001;ÁNCASH;HUARI;HUARI;CEM130;HUARI;1;4,940;;;;;;;;;;;;;;;;;;;;;55;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021101;ÁNCASH;HUARMEY;HUARMEY;CEM043;HUARMEY;1;4,287;;;;;;;;;;;;;;;;;;;;;212;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150701;LIMA PROVINCIAS;HUAROCHIRÍ;MATUCANA;CEM044;HUAROCHIRI;1;7,768;;;;;;;;;;;;;;;;;;;;;174;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150103;LIMA METROPOLITANA;LIMA;ATE;CEM045;HUAYCAN;1;3,957;;;;;;;;;;;;;;;;;;;;;56;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021201;ÁNCASH;HUAYLAS;CARAZ;CEM159;HUAYLAS;1;5,733;;;;;;;;;;;;;;;;;;;;;128;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;090601;HUANCAVELICA;HUAYTARA;HUAYTARA;CEM160;HUAYTARA;1;4,468;;;;;;;;;;;;;;;;;;;;;104;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;170204;MADRE DE DIOS;MANU;HUEPETUHE;CEM046;HUEPETUHE;1;3,021;;;;;;;;;;;;;;;;;;;;;83;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;170302;MADRE DE DIOS;TAHUAMANU;IBERIA;CEM047;IBERIA;1;2,377;;;;;;;;;;;;;;;;;;;;;92;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110101;ICA;ICA;ICA;CEM048;ICA;1;9,155;;;;;;;;;;;;;;;;;;;;;134;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210501;PUNO;EL COLLAO;ILAVE;CEM049;ILAVE;1;4,365;;;;;;;;;;;;;;;;;;;;;64;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180301;MOQUEGUA;ILO;ILO;CEM131;ILO;1;2,745;;;;;;;;;;;;;;;;;;;;;90;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150507;LIMA PROVINCIAS;CAÑETE;IMPERIAL;CEM013;IMPERIAL;1;8,416;;;;;;;;;;;;;;;;;;;;;231;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150112;LIMA METROPOLITANA;LIMA;INDEPENDENCIA                                           ;CEM050;INDEPENDENCIA;1;16,317;;;;;;;;;;;;;;;;;;;;;238;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160108;LORETO;MAYNAS;PUNCHANA;CEM051;IQUITOS;1;4,509;;;;;;;;;;;;;;;;;;;;;119;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;040701;AREQUIPA;ISLAY;MOLLENDO;CEM140;ISLAY;1;10,542;;;;;;;;;;;;;;;;;;;;;189;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;060801;CAJAMARCA;JAÉN;JAÉN;CEM052;JAEN;1;1,657;;;;;;;;;;;;;;;;;;;;;79;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120401;JUNÍN;JAUJA;JAUJA;CEM053;JAUJA;1;7,035;;;;;;;;;;;;;;;;;;;;;129;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;230301;TACNA;JORGE BASADRE;LOCUMBA;CEM169;JORGE BASADRE;1;2,221;;;;;;;;;;;;;;;;;;;;;70;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130501;LA LIBERTAD;JULCÁN;JULCÁN;CEM189;JULCÁN;1;4,327;;;;;;;;;;;;;;;;;;;;;118;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;211101;PUNO;SAN ROMÁN;JULIACA;CEM054;JULIACA;1;2,181;;;;;;;;;;;;;;;;;;;;;104;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120501;JUNÍN;JUNÍN;JUNÍN;CEM154;JUNIN;1;6,882;;;;;;;;;;;;;;;;;;;;;127;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;080907;CUSCO;LA CONVENCIÓN;KIMBIRI;CEM055;KIMBIRI;1;7,567;;;;;;;;;;;;;;;;;;;;;147;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CEM056;LA ESPERANZA;1;7,027;;;;;;;;;;;;;;;;;;;;;232;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050501;AYACUCHO;LA MAR;SAN MIGUEL;CEM057;LA MAR;1;4,798;;;;;;;;;;;;;;;;;;;;;54;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;1;3,978;;;;;;;;;;;;;;;;;;;;;120;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110102;ICA;ICA;LA TINGUIÑA;CEM176;LA TINGUIÑA;1;5,824;;;;;;;;;;;;;;;;;;;;;177;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220501;SAN MARTÍN;LAMAS;LAMAS;CEM125;LAMAS;1;8,569;;;;;;;;;;;;;;;;;;;;;151;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;CEM059;LAMBAYEQUE;1;16,425;;;;;;;;;;;;;;;;;;;;;292;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210701;PUNO;LAMPA;LAMPA;CEM161;LAMPA;1;5,299;;;;;;;;;;;;;;;;;;;;;107;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;101001;HUÁNUCO;LAURICOCHA;JESÚS;CEM184;LAURICOCHA;1;6,492;;;;;;;;;;;;;;;;;;;;;92;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150101;LIMA METROPOLITANA;LIMA;LIMA;CEM060;LIMA;1;19,812;;;;;;;;;;;;;;;;;;;;;428;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150117;LIMA METROPOLITANA;LIMA;LOS OLIVOS;CEM061;LOS OLIVOS;1;7,541;;;;;;;;;;;;;;;;;;;;;113;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;050601;AYACUCHO;LUCANAS;PUQUIO;CEM062;LUCANAS;1;7,628;;;;;;;;;;;;;;;;;;;;;128;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;010501;AMAZONAS;LUYA;LAMUD;CEM121;LUYA;1;2,778;;;;;;;;;;;;;;;;;;;;;63;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;CEM063;MADRE DE DIOS;1;3,218;;;;;;;;;;;;;;;;;;;;;52;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150123;LIMA METROPOLITANA;LIMA;PACHACAMAC;CEM064;MANCHAY;1;10,192;;;;;;;;;;;;;;;;;;;;;144;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220601;SAN MARTÍN;MARISCAL CÁCERES;JUANJUI;CEM166;MARISCAL CÁCERES;1;1,801;;;;;;;;;;;;;;;;;;;;;52;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;021301;ÁNCASH;MARISCAL LUZURIAGA;PISCOBAMBA;CEM200;MARISCAL LUZURIAGA;1;1,997;;;;;;;;;;;;;;;;;;;;;72;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210801;PUNO;MELGAR;AYAVIRI;CEM065;MELGAR;1;5,839;;;;;;;;;;;;;;;;;;;;;106;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;040110;AREQUIPA;AREQUIPA;MIRAFLORES;CEM066;MIRAFLORES;1;16,741;;;;;;;;;;;;;;;;;;;;;173;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CEM067;MOQUEGUA;1;3,554;;;;;;;;;;;;;;;;;;;;;122;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;CEM068;MOYOBAMBA;1;6,021;;;;;;;;;;;;;;;;;;;;;87;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160301;LORETO;LORETO                                                  ;NAUTA                                                   ;CEM070;NAUTA;1;8,254;;;;;;;;;;;;;;;;;;;;;108;;
2014;ENE - DIC;10/01/2015;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110301;ICA;NASCA;NASCA;CEM069;NASCA;1;5,531;;;;;;;;;;;;;;;;;;;;;133;;
